slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
gratisan,gratis,free of charge,"Digunakan untuk menggambarkan sesuatu yang tidak memerlukan biaya, sering kali dalam konteks promosi atau tawaran.","Used to describe something that does not require payment, often in the context of promotions or offers.",Makan di restoran ini gratisan setiap hari Jumat.,Eating at this restaurant is free of charge every Friday.,positive
gt,begitu,like that,Digunakan untuk mengekspresikan persetujuan atau pengertian terhadap sesuatu yang telah disebutkan sebelumnya.,Used to express agreement or understanding of something that has been previously mentioned.,"Jadi kamu mau pergi ke acara itu, gt?","So you want to go to that event, like that?",neutral
gtu,begitu,like that / so,Digunakan dalam percakapan santai untuk menunjukkan persetujuan atau penegasan terhadap sesuatu yang telah disebutkan.,Used in casual conversations to show agreement or affirmation towards something that has been mentioned.,"Jadi, kamu mau nonton film gtu?","So, you want to watch a movie like that?",neutral
gtw,tidak tahu,don't know,Digunakan dalam percakapan online atau pesan teks untuk menyatakan ketidakpahaman atau ketidaktahuan terhadap suatu hal.,Used in online conversations or text messages to express a lack of understanding or knowledge about something.,Gtw deh kenapa dia tiba-tiba muncul.,I don't know why he suddenly showed up.,neutral
gua,saya,I,"Digunakan dalam percakapan santai dan informal, terutama di kalangan anak muda, untuk menyampaikan diri sendiri dengan cara yang lebih akrab.","Used in casual and informal conversations, particularly among younger people, to refer to oneself in a more familiar manner.",Gua mau pergi ke bioskop nanti malam.,I want to go to the cinema tonight.,neutral
gw,saya,I,"Digunakan dalam percakapan santai dan informal, terutama di kalangan anak muda, untuk menyatakan diri sendiri.","Used in casual and informal conversations, particularly among young people, to refer to oneself.",Gw mau nonton film nanti malam.,I want to watch a movie tonight.,neutral
gws,get well soon,get well soon,Digunakan untuk menyampaikan harapan agar seseorang yang sedang sakit segera pulih.,Used to express hope that someone who is ill will recover soon.,"Semoga cepat sembuh, ya! GWS!",Hope you get well soon! GWS!,positive
gx,tidak,no,Digunakan dalam percakapan santai untuk mengekspresikan penolakan atau ketidaksetujuan dengan nada yang ringan.,Used in casual conversations to express rejection or disagreement in a light-hearted tone.,"Gx, aku nggak mau ikut.","No, I don't want to join.",negative
hadeh,aduh,oh dear / sigh,"Digunakan untuk mengekspresikan keheranan, kekecewaan, atau frustrasi dalam situasi tertentu.","Used to express disbelief, disappointment, or frustration in certain situations.","Hadeh, kok bisa sih dia lupa ulang tahunnya?","Oh dear, how could he forget her birthday?",negative
hapal,hafal,memorized,"Digunakan untuk menyatakan bahwa seseorang telah mengingat sesuatu dengan baik, sering kali dalam konteks belajar atau ujian.","Used to express that someone has memorized something well, often in the context of studying or exams.",Aku sudah hapal semua materi ujian besok.,I have memorized all the material for tomorrow's exam.,positive
haqq,hakiki,authentic,"Digunakan untuk menggambarkan sesuatu yang asli, nyata, atau tidak palsu, seringkali dalam konteks kepercayaan diri atau kejujuran.","Used to describe something that is genuine, real, or not fake, often in the context of confidence or honesty.","Dia adalah orang yang haqq, tidak pernah berpura-pura.","He is an authentic person, never pretends.",positive
hargain,hargai,appreciate,"Digunakan untuk menunjukkan penghargaan kepada seseorang atau sesuatu, sering kali dalam konteks informal.","Used to express appreciation for someone or something, often in an informal context.",Ayo hargain semua usaha dia.,Let's appreciate all his efforts.,positive
harini,hari ini,today,Digunakan dalam percakapan sehari-hari untuk merujuk pada waktu sekarang atau hari yang sedang berlangsung.,Used in everyday conversation to refer to the current time or the day that is ongoing.,Harini aku ada janji dengan teman.,Today I have an appointment with a friend.,neutral
hbd,happy birthday,happy birthday,"Digunakan sebagai ucapan selamat ulang tahun, sering kali dalam bentuk pesan singkat atau di media sosial.","Used as a birthday greeting, often in the form of a text message or on social media.","Hbd, semoga semua impianmu tercapai tahun ini!","Hbd, may all your dreams come true this year!",positive
hbis,habis,finished / used up,"Digunakan dalam konteks untuk menyatakan bahwa sesuatu telah habis atau tidak tersedia lagi, sering kali dengan nada santai.","Used in contexts to indicate that something is finished or no longer available, often with a casual tone.","Minumannya udah hbis, kita pesan lagi yuk.","The drinks are all finished, let’s order more.",neutral
hbng,hubungi,contact,Sering digunakan dalam pesan singkat atau media sosial untuk meminta seseorang menghubungi kembali tanpa menggunakan kata-kata formal.,Commonly used in text messages or social media to ask someone to contact back without using formal language.,Jangan lupa hbng aku ya setelah selesai.,Don't forget to contact me after you're done.,neutral
hbs,habis,finished / done,"Digunakan untuk menyatakan bahwa sesuatu telah selesai atau tidak ada lagi, sering digunakan dalam percakapan santai.","Used to indicate that something is finished or has run out, often in casual conversations.","Makanannya udah hbs, kita pesen lagi ya.","The food is already done, should we order more?",neutral
hbskn,habiskan,finish / consume,"Digunakan dalam konteks untuk menyelesaikan sesuatu, biasanya makanan atau tugas, sering kali dengan nada santai atau informal.","Used in the context of finishing something, usually food or a task, often with a casual or informal tone.",Ayo hbskn makanan ini sebelum dingin.,"Come on, let's finish this food before it gets cold.",neutral
helo,halo,hello,Digunakan sebagai sapaan informal antara teman atau dalam situasi santai.,Used as an informal greeting among friends or in casual situations.,"Helo, apa kabar?","Hello, how are you?",positive
heters,pembenci,haters,"Digunakan untuk merujuk pada orang-orang yang membenci atau memiliki sikap negatif terhadap sesuatu atau seseorang, sering kali dalam konteks sosial atau media.","Used to refer to people who harbor hatred or negative attitudes towards something or someone, often in social or media contexts.",Banyak heters yang tidak suka dengan film terbaru itu.,There are many haters who dislike that latest movie.,negative
hlg,hilang,missing,"Digunakan untuk menggambarkan sesuatu yang tidak ada atau tidak ditemukan, sering kali dalam konteks yang informal atau sehari-hari.","Used to describe something that is absent or not found, often in informal or everyday contexts.","Kunci motor saya hlg, jadi saya tidak bisa pergi.","My motorcycle key is missing, so I can't go.",negative
hlm,halaman,page,"Merupakan singkatan dari 'halaman', sering digunakan dalam konteks digital untuk merujuk pada halaman dalam dokumen atau situs web.","It is an abbreviation of 'halaman', often used in digital contexts to refer to pages in documents or websites.",Coba buka hlm 10 dari laporan itu.,Please open page 10 of that report.,neutral
hlmn,halaman,page,"Merupakan singkatan dari 'halaman', sering digunakan dalam konteks digital untuk merujuk pada halaman suatu dokumen atau situs web.","It is an abbreviation of 'halaman', commonly used in digital contexts to refer to a page of a document or website.",Buka hlmn 10 untuk informasi lebih lanjut.,Open page 10 for more information.,neutral
hny,hanya,only,"Digunakan dalam percakapan informal untuk mengekspresikan batasan atau eksklusivitas, seringkali dengan nada santai.","Used in informal conversations to express limitation or exclusivity, often with a casual tone.",Aku hny mau nonton film hari ini.,I only want to watch a movie today.,neutral
hnya,hanya,only,"Digunakan untuk menyatakan bahwa sesuatu terbatas pada satu hal atau kondisi, sering kali dengan nada informal.","Used to express that something is limited to one thing or condition, often in an informal tone.","Aku mau beli satu burger, hnya.",I only want to buy one burger.,neutral
hqq,hakiki,authentic,"Digunakan untuk menyatakan sesuatu yang asli atau sejati, seringkali dalam konteks yang positif, menunjukkan keaslian atau kualitas tinggi.","Used to express something that is genuine or true, often in a positive context, indicating authenticity or high quality.",Makanan di restoran itu hqq banget.,The food at that restaurant is really authentic.,positive
hr,hari,day,"Digunakan dalam percakapan santai, seringkali di media sosial atau pesan teks untuk merujuk pada hari tertentu atau untuk mengungkapkan waktu secara informal.","Used in casual conversations, often in social media or text messages to refer to a specific day or to express time informally.",Besok adalah hr yang ditunggu-tunggu.,Tomorrow is the day we've been waiting for.,positive
hrg,harga,price,"Digunakan dalam percakapan sehari-hari, terutama di pasar, media sosial, atau saat bernegosiasi untuk merujuk pada harga barang atau jasa.","Used in everyday conversations, especially in markets, social media, or during negotiations to refer to the price of goods or services.",Berapa hrg baju ini?,How much is the price of this shirt?,neutral
hrgny,harganya,its price,Digunakan dalam konteks percakapan informal untuk merujuk pada harga suatu barang dengan cara yang lebih singkat.,Used in informal conversations to refer to the price of an item in a more concise manner.,"Eh, hrgny berapa sih?","Hey, what's its price?",neutral
hri,hari,day,"Digunakan dalam percakapan sehari-hari, sering kali dalam konteks santai atau informal.","Used in everyday conversation, often in a casual or informal context.",Besok adalah hri yang sangat spesial.,Tomorrow is a very special day.,positive
hrs,harus,must / have to,Digunakan dalam percakapan santai untuk mengekspresikan keharusan atau kewajiban dengan nada yang lebih ringan.,Used in casual conversations to express necessity or obligation in a lighter tone.,Kamu hrs belajar sebelum ujian.,You must study before the exam.,neutral
hrsny,harusnya,should have,"Digunakan untuk menyatakan harapan atau keinginan yang tidak terpenuhi, biasanya dalam konteks penyesalan atau seharusnya melakukan sesuatu.","Used to express a hope or desire that was not fulfilled, often in the context of regret or that something should have been done.",Hrsny kita pergi ke acara itu kemarin.,We should have gone to that event yesterday.,negative
hrus,harus,must,"Digunakan dalam situasi santai dan akrab, sering kali untuk menekankan kewajiban atau keharusan dengan nuansa informal.","Used in casual and familiar situations, often to emphasize obligation or necessity in an informal tone.",Kamu hrus datang ke acara besok.,You must come to the event tomorrow.,neutral
hti,hati,heart,"Digunakan dalam konteks emosional, biasanya untuk mengekspresikan perasaan cinta, perhatian, atau kepedulian.","Used in emotional contexts, typically to express feelings of love, affection, or care.",Hati-hati di jalan ya.,"Take care on the road, okay?",positive
hums,rumah,home,"Slang ini digunakan dalam konteks santai untuk merujuk pada rumah atau tempat tinggal, sering kali dengan nuansa keakraban dan kenyamanan.","This slang is used in a casual context to refer to a house or place of residence, often with a sense of familiarity and comfort.","Ayo kita pulang, sudah sore, waktunya nyampe di hums.","Let's go home, it's getting late, time to get to the hums.",positive
humz,rumah,home,"Digunakan dalam percakapan sehari-hari untuk merujuk pada tempat tinggal seseorang, sering kali dengan nuansa keakraban atau kenyamanan.","Used in everyday conversation to refer to someone's place of residence, often with a sense of familiarity or comfort.","Ayo, kita pulang ke humz.","Come on, let's go home.",positive
huum,iya,yes,"Digunakan sebagai ungkapan setuju atau menerima, sering kali dengan nada santai atau casual.","Used as an expression of agreement or acceptance, often in a relaxed or casual tone.","Huum, aku setuju dengan pendapatmu.","Yes, I agree with your opinion.",positive
idiiot,idiot,idiot,"Digunakan untuk menyebut seseorang yang dianggap bodoh atau tidak cerdas, sering kali dalam konteks emosional atau frustrasi.","Used to refer to someone considered foolish or not smart, often in an emotional or frustrated context.",Dia benar-benar idiiot karena tidak mengerjakan tugasnya.,He's really an idiot for not doing his assignment.,negative
idup,hidup,alive,"Digunakan dalam konteks informal untuk menyatakan semangat atau keberadaan seseorang, sering kali dalam suasana ceria atau saat merayakan kehidupan.","Used informally to express someone's spirit or existence, often in a cheerful atmosphere or when celebrating life.","Akhir pekan ini kita harus pergi ke pantai, biar idup!","This weekend we should go to the beach, to feel alive!",positive
ily,saya cinta kamu,I love you,Sering digunakan dalam pesan teks atau media sosial sebagai ungkapan kasih sayang yang informal dan akrab.,Often used in text messages or social media as an informal and affectionate expression of love.,"Aku cuma mau bilang, ily!","I just wanted to say, ily!",positive
inget,ingat,remember,"Digunakan dalam percakapan sehari-hari untuk mengingat sesuatu, sering kali dengan nuansa santai atau akrab.","Used in everyday conversation to refer to remembering something, often with a casual or familiar tone.","Eh, inget gak sih kita pernah ke pantai bareng?","Hey, do you remember we went to the beach together?",neutral
ingetin,ingatkan,remind,"Digunakan untuk meminta seseorang agar mengingatkan tentang sesuatu, seringkali dalam konteks yang santai atau akrab.","Used to ask someone to remind about something, often in a casual or familiar context.",Tolong ingetin saya tentang rapat besok ya.,Please remind me about the meeting tomorrow.,positive
ingt,ingat,remember,"Digunakan dalam percakapan santai, sering kali di antara teman-teman, untuk mengingatkan atau menekankan pentingnya ingatan.","Used in casual conversations, often among friends, to remind or emphasize the importance of memory.",Ingt ga sih waktu kita jalan-jalan kemarin?,Do you remember when we went out yesterday?,neutral
istrht,istirahat,to rest,"Digunakan dalam konteks santai, sering kali untuk menyarankan seseorang agar mengambil waktu untuk beristirahat dari aktivitas yang melelahkan.","Used in a casual context, often to suggest someone take time to rest from tiring activities.",Ayo kita istrht sebentar sebelum lanjut kerja.,Let's take a rest for a bit before continuing to work.,positive
item,hitam,black,"Digunakan dalam konteks informal untuk merujuk pada warna hitam, sering kali dengan nuansa yang lebih santai atau akrab.","Used informally to refer to the color black, often with a more casual or familiar nuance.",Dia pakai item baru yang keren banget.,He wore a cool new black outfit.,neutral
itumah,itu,that,"Digunakan dalam percakapan santai untuk merujuk pada sesuatu yang sudah disebutkan sebelumnya, sering kali dengan nada akrab atau informal.","Used in casual conversation to refer to something previously mentioned, often with a friendly or informal tone.",Itumah yang aku bilang kemarin.,That's what I said yesterday.,neutral
ituu,itu,that,"Digunakan untuk menekankan sesuatu yang telah disebutkan sebelumnya, seringkali dengan nuansa kekaguman atau ketidakpuasan.","Used to emphasize something that has been previously mentioned, often with a tone of admiration or dissatisfaction.",Ituu bener-bener keren!,That is really cool!,positive
iy,iya,yes,Digunakan dalam percakapan sehari-hari sebagai bentuk persetujuan atau konfirmasi yang lebih santai.,Used in everyday conversation as a casual form of agreement or confirmation.,"Iy, aku setuju dengan pendapatmu.","Yes, I agree with your opinion.",positive
iyach,iya,yes,Digunakan dalam percakapan santai untuk menyatakan persetujuan atau konfirmasi dengan nada yang lebih akrab dan informal.,Used in casual conversations to express agreement or confirmation in a more familiar and informal tone.,"Iyach, aku setuju dengan pendapatmu.","Yes, I agree with your opinion.",positive
iyain,mengiyakan,to affirm / to agree,Digunakan dalam situasi santai untuk menyatakan persetujuan atau mendukung pendapat seseorang.,Used in casual situations to express agreement or support for someone’s opinion.,"Kalau kamu bilang itu bagus, ya iyain aja.","If you say it's good, just affirm it.",positive
iyap,iya,yes,Digunakan dalam percakapan santai untuk menyatakan persetujuan atau konfirmasi secara informal.,Used in casual conversations to express agreement or confirmation in an informal manner.,"Iya, iyap, saya setuju dengan pendapatmu.","Yes, sure, I agree with your opinion.",positive
iyapz,iya,yes,"Digunakan sebagai bentuk persetujuan yang lebih santai dan akrab, sering kali dalam percakapan informal.","Used as a casual and friendly way to express agreement, often in informal conversations.","Iyapz, aku setuju dengan rencanamu.","Yes, I agree with your plan.",positive
iyoo,iya,yes,"Digunakan sebagai ungkapan persetujuan yang lebih santai dan tidak formal, sering kali dengan nuansa ceria atau akrab.","Used as a casual and informal expression of agreement, often with a cheerful or friendly nuance.","Iyoo, aku setuju sama pendapatmu!","Yes, I agree with your opinion!",positive
iyup,iya,yes,"Digunakan sebagai bentuk persetujuan yang santai dan akrab, biasanya dalam percakapan informal.","Used as a casual and friendly form of agreement, typically in informal conversations.","Iyup, aku setuju dengan rencana itu.","Yes, I agree with that plan.",positive
iyupz,iya,yes,"Digunakan dalam percakapan santai, sering kali untuk menunjukkan persetujuan dengan nada yang lebih informal dan akrab.","Used in casual conversations, often to express agreement in a more informal and friendly tone.","Iyupz, aku setuju sama pendapatmu.","Yes, I agree with your opinion.",positive
jadiin,jadi,to make something happen / to turn into,Digunakan dalam konteks informal untuk menyatakan keinginan agar sesuatu menjadi kenyataan atau terwujud.,Used informally to express a desire for something to happen or to come into being.,"Ayo, jadiin rencana kita buat liburan tahun depan!","Come on, let's make our plan for next year's vacation happen!",positive
jadull,jadul,old-fashioned,"Digunakan untuk menggambarkan sesuatu yang sudah ketinggalan zaman, baik dalam mode, musik, maupun budaya.","Used to describe something that is outdated, whether in fashion, music, or culture.",Gaya baju dia jadull banget.,His outfit is so old-fashioned.,negative
jamber,jam berapa,what time,Digunakan dalam percakapan santai untuk menanyakan waktu dengan cara yang lebih kasual dan akrab.,Used in casual conversations to ask for the time in a more relaxed and familiar manner.,"Eh, jamber lu sekarang?","Hey, what time is it for you now?",neutral
jancoeg,jancuk,fuck,"Digunakan sebagai ungkapan kekesalan atau kejengkelan, seringkali dalam situasi emosional.","Used as an expression of annoyance or frustration, often in emotional situations.","Jancoeg, ini tugasnya susah banget!","Fuck, this assignment is really difficult!",negative
jatoh,jatuh,fall,"Digunakan dalam konteks santai atau informal, sering kali untuk menggambarkan situasi yang tidak serius atau lucu.","Used in a casual or informal context, often to describe a situation that is not serious or is humorous.","Eh, aku jatoh dari kursi deh!","Hey, I just fell off the chair!",negative
jawabanya,jawabannya,the answer,"Merupakan bentuk tidak baku dari 'jawabannya', sering digunakan dalam percakapan santai atau di media sosial.","An informal form of 'jawabannya', often used in casual conversations or on social media.","Eh, jawabanya udah bener belum?","Hey, is the answer correct yet?",neutral
jd,jadi,become,"Singkatan dari 'jadi', digunakan dalam percakapan santai dan informal, sering kali di media sosial atau pesan teks.","An abbreviation of 'jadi', used in casual and informal conversations, often found in social media or text messages.",Gue jd mau ikut acara besok.,I’m going to join the event tomorrow.,neutral
jdi,jadi,become,Sering digunakan dalam percakapan santai atau media sosial untuk menyatakan perubahan status atau keadaan.,Commonly used in casual conversations or on social media to express a change in status or condition.,Gue jdi capek setelah seharian kerja.,I became tired after working all day.,neutral
jdny,jadinya,so / therefore,"Digunakan untuk menyatakan konsekuensi atau hasil dari suatu keadaan, seringkali dalam percakapan santai.","Used to express a consequence or result of a situation, typically in casual conversations.","Aku udah belajar keras, jdny aku lulus ujian.","I studied hard, so I passed the exam.",positive
jdnya,jadinya,so it turns out,"Digunakan untuk menyatakan hasil atau konsekuensi dari suatu situasi, sering kali dengan nada santai atau informal.","Used to express the result or consequence of a situation, often in a casual or informal tone.","Gue udah nungguin lama, jdnya dia gak jadi datang.","I waited for a long time, so it turns out he didn't come.",neutral
jdwl,jadwal,schedule,"Digunakan dalam komunikasi sehari-hari, terutama dalam pesan singkat, untuk merujuk pada jadwal kegiatan atau waktu tertentu.","Used in everyday communication, especially in text messages, to refer to a schedule of activities or specific times.","Gimana, udah ada jdwl untuk meeting besok?","So, do you have the schedule for tomorrow's meeting?",neutral
jem,jam,o'clock,"Digunakan dalam percakapan santai untuk menyebutkan waktu, biasanya dalam konteks yang lebih informal.","Used in casual conversations to refer to time, typically in a more informal context.","Ayo kita ketemu jam 5, ya.","Let's meet at 5 o'clock, okay?",neutral
jg,juga,also,"Slang ini digunakan untuk menunjukkan tambahan informasi atau kesamaan dalam percakapan, sering kali dalam konteks santai atau informal.","This slang is used to indicate additional information or similarity in conversation, often in a casual or informal context.",Aku jg mau nonton film itu.,I also want to watch that movie.,neutral
jga,juga,also,Slang yang digunakan untuk mengekspresikan tambahan informasi atau persetujuan dalam percakapan santai.,A slang used to express additional information or agreement in casual conversation.,Kamu mau nonton film? Aku jga mau.,You want to watch a movie? I also want to.,positive
jgan,jangan,don't,"Digunakan dalam konteks informal untuk meminta seseorang agar tidak melakukan sesuatu, sering kali dengan nada santai atau akrab.","Used in informal contexts to ask someone not to do something, often with a casual or friendly tone.","Jgan pergi dulu, tunggu aku!","Don't leave yet, wait for me!",neutral
jglh,jagalah,take care,"Digunakan sebagai ungkapan perpisahan atau nasihat agar seseorang menjaga diri dan kondisinya, sering kali diungkapkan dengan nada perhatian.","Used as a farewell expression or advice for someone to take care of themselves and their well-being, often conveyed with a tone of concern.",Jangan lupa jglh ya selama perjalanan.,Don't forget to take care during the trip.,positive
jgn,jangan,don't,"Digunakan sebagai bentuk singkat dari 'jangan', sering digunakan dalam komunikasi informal, terutama di pesan teks atau media sosial.","Used as a shorthand for 'jangan', commonly employed in informal communication, especially in text messages or social media.",Jgn lupa bawa payung ya!,Don't forget to bring an umbrella!,neutral
jgnjgn,jangan-jangan,perhaps / maybe,"Digunakan untuk menyatakan dugaan atau kemungkinan terhadap suatu situasi, seringkali dengan nuansa ketidakpastian.","Used to express a guess or possibility about a situation, often with a tone of uncertainty.",Jgnjgn dia udah pergi sebelum kita sampai.,Maybe he left before we arrived.,neutral
jing,anjing,dog,"Digunakan sebagai ungkapan kasar atau makian, biasanya dalam situasi marah atau frustrasi.","Used as a harsh expression or insult, typically in situations of anger or frustration.","Jing, dia bikin aku kesal banget!","Damn, he really annoys me a lot!",negative
jink,anjing,dog,"Digunakan sebagai ungkapan marah atau frustrasi, sering kali dalam konteks yang emosional.","Used as an expression of anger or frustration, often in an emotional context.","Jink, kamu bikin aku stress banget!","Damn, you're stressing me out so much!",negative
jk,jika,if,Digunakan sebagai singkatan informal dalam percakapan atau pesan teks untuk menyatakan kemungkinan atau kondisi.,Used as an informal shorthand in conversations or text messages to express possibility or condition.,"JK kamu mau ikut, ya?","If you want to join, right?",neutral
jkrt,jakarta,Jakarta,"Merupakan singkatan yang umum digunakan di kalangan anak muda dan media sosial untuk menyebut ibu kota Indonesia, Jakarta, sering kali dengan nuansa santai.","A commonly used abbreviation among youth and on social media to refer to the capital city of Indonesia, Jakarta, often with a casual tone.",Gue rencana liburan ke jkrt bulan depan.,I'm planning a vacation to jkrt next month.,neutral
jkt,jakarta,Jakarta,"Merupakan singkatan yang umum digunakan dalam percakapan sehari-hari atau di media sosial untuk merujuk pada ibu kota Indonesia, Jakarta.","It is a common abbreviation used in everyday conversations or on social media to refer to the capital city of Indonesia, Jakarta.",Gue mau ke jkt akhir minggu ini.,I'm going to Jakarta this weekend.,neutral
jl,jalan,street,"Singkatan dari 'jalan', sering digunakan dalam percakapan santai di kalangan anak muda untuk merujuk pada tempat atau lokasi.","A shorthand for 'jalan', commonly used in casual conversations among young people to refer to a place or location.",Ayo kita jalan-jalan di jl Sudirman.,Let's hang out on jl Sudirman.,neutral
jln,jalan,road,"Merupakan singkatan dari 'jalan', sering digunakan dalam percakapan sehari-hari, terutama di kalangan anak muda atau pengguna media sosial.","It is an abbreviation of 'jalan', commonly used in everyday conversations, especially among young people or social media users.",Ayo kita jln-jln besok.,Let's go out for a drive tomorrow.,positive
jm,jam,hour,"Digunakan sebagai singkatan untuk menyebut waktu, sering dipakai dalam percakapan santai atau informal.","Used as an abbreviation to refer to time, often employed in casual or informal conversations.","Kita ketemu jam 3, ya?","Let's meet at 3 jm, okay?",neutral
jmbtn,jembatan,bridge,"Digunakan dalam konteks yang santai untuk merujuk pada jembatan, sering kali dalam percakapan sehari-hari.","Used in a casual context to refer to a bridge, often in everyday conversation.",Kita harus lewat jmbtn ini untuk sampai ke sebelah sana.,We need to go over this bridge to get to the other side.,neutral
jml,jumlah,amount,"Slang yang merupakan singkatan dari 'jumlah', sering digunakan dalam konteks percakapan santai atau informal, terutama saat membahas angka atau kuantitas.","A slang abbreviation of 'jumlah', commonly used in casual or informal conversations, especially when discussing numbers or quantities.",Berapa jml orang yang datang ke acara itu?,How many people came to that event?,neutral
jmlh,jumlah,amount,"Digunakan dalam konteks informal, terutama di media sosial atau pesan singkat untuk merujuk jumlah sesuatu dengan cara yang lebih singkat.","Used in informal contexts, especially on social media or text messages to refer to the amount of something in a more concise way.",Jmlh orang yang hadir di acara itu bikin senang.,The amount of people present at the event made me happy.,positive
jmpt,jemput,to pick up,"Digunakan dalam konteks meminta atau menawarkan untuk menjemput seseorang, biasanya dalam situasi santai atau informal.","Used in the context of asking or offering to pick someone up, typically in a casual or informal situation.",Nanti malam aku jmpt kamu ya.,I'll pick you up tonight.,positive
jmt,jumat,Friday,"Singkatan dari hari Jumat, sering digunakan dalam percakapan santai di kalangan anak muda untuk merujuk pada hari ini.","An abbreviation for Friday, commonly used in casual conversations among young people to refer to this day.","Akhirnya jmt, saatnya bersantai!","Finally it's Friday, time to relax!",positive
jng,jangan,don't,"Digunakan sebagai bentuk singkat dari 'jangan', sering dipakai dalam percakapan santai atau media sosial untuk mengekspresikan larangan atau permintaan agar tidak melakukan sesuatu.","Used as a shorthand for 'jangan', often employed in casual conversations or social media to express prohibition or a request not to do something.",Jng lupa bawa buku ya.,"Don't forget to bring the book, okay?",neutral
anjeng,anjing,dog,"Dalam konteks bercanda antar teman, kadang digunakan secara akrab untuk mengekspresikan keterkejutan atau kekaguman tanpa maksud menghina.","In friendly banter, sometimes used playfully to express surprise or amazement without offensive intent.","Anjeng, lo keren banget sih!","Damn, you're so cool!",positive
