slang,translationID,translationEN,contextID,contextEN,exampleID,exampleEN,sentiment
bkan,bukan,not,Sering digunakan dalam komunikasi informal di media sosial atau pesan singkat untuk menyatakan penolakan atau ketidaksetujuan dengan cara yang lebih santai.,Often used in informal communication on social media or text messages to express denial or disagreement in a more casual manner.,Itu bkan ide yang bagus.,That's not a good idea.,negative
bkin,bikin,to make / to create,"Slang dari kata 'bikin' yang digunakan dalam percakapan santai, sering kali menunjukkan aksi positif atau antusiasme.","A slang version of 'bikin', used in casual conversations, often indicating a positive action or enthusiasm.",Gue bkin kue buat ulang tahun dia.,I'm making a cake for her birthday.,positive
bkl,bakal,will / going to,Digunakan untuk menyatakan rencana atau prediksi di masa depan secara santai.,Used to indicate a plan or future prediction in a casual manner.,Aku bkl pergi ke konser besok.,I'm going to the concert tomorrow.,neutral
bkn,bukan,not,"Merupakan singkatan dari kata 'bukan', sering digunakan dalam komunikasi santai, seperti pesan teks atau media sosial, untuk menyatakan penolakan atau ketidaksetujuan.","It is an abbreviation of the word 'bukan', often used in casual communication, such as text messages or social media, to express denial or disagreement.",Itu bkn masalah saya.,That's not my problem.,negative
bkr,bakar,burn,"Digunakan untuk menggambarkan tindakan atau perasaan yang berkaitan dengan membakar, sering kali dalam konteks sosial atau emosional yang lebih ringan.","Used to describe actions or feelings related to burning, often in a lighter social or emotional context.",Kita harus bkr makanan ini sebelum dingin.,We need to burn this food before it gets cold.,neutral
bks,bungkus,wrap / package,"Digunakan dalam konteks mengambil makanan atau barang untuk dibawa pulang, sering dipakai saat memesan makanan di restoran.","Used in the context of taking food or items to go, often employed when ordering food at restaurants.",Minta bks untuk nasi gorengnya ya.,Please wrap the fried rice for me.,neutral
bl,beli,buy,"Digunakan dalam percakapan informal untuk menyatakan tindakan membeli sesuatu, sering kali dalam konteks yang santai atau akrab.","Used in informal conversations to express the action of buying something, often in a casual or friendly context.",Mau bl apa di mall nanti?,What do you want to buy at the mall later?,neutral
blajar,belajar,to study / to learn,"Digunakan dalam konteks santai atau informal, biasanya oleh generasi muda untuk menyampaikan aktivitas belajar dengan cara yang lebih akrab.","Used in a relaxed or informal context, usually by younger generations to convey the act of learning in a more familiar manner.",Gue lagi blajar buat ujian besok.,I'm studying for the exam tomorrow.,positive
blg,bilang,say,"Digunakan sebagai singkatan dalam komunikasi informal, terutama di media sosial dan pesan singkat, untuk merujuk pada tindakan menyampaikan informasi atau pendapat.","Used as an abbreviation in informal communication, especially on social media and text messaging, to refer to the act of conveying information or opinions.",Blg aja ke dia kalau kamu nggak bisa datang.,Just say to him that you can't come.,neutral
blh,boleh,can / may,Digunakan dalam komunikasi santai untuk memberikan izin atau menyatakan kemungkinan.,Used in casual communication to grant permission or express possibility.,"Kamu blh ikut acara besok, ya?","You can join the event tomorrow, okay?",positive
bli,beli,buy,"Digunakan dalam bahasa gaul sehari-hari, sering kali dalam kalimat informal atau percakapan santai.","Used in everyday slang, often in informal sentences or casual conversations.",Gue mau bli makanan di warung.,I want to buy food at the stall.,neutral
blik,balik,back,"Digunakan dalam percakapan santai untuk menyatakan kembali atau pulang, sering dipakai di kalangan anak muda.","Used in casual conversations to express going back or returning, often used among young people.",Gue mau blik ke rumah sekarang.,I want to go back home now.,neutral
bljr,belajar,to study,"Sering digunakan di kalangan anak muda, terutama dalam komunikasi digital untuk merujuk pada kegiatan belajar secara informal atau santai.","Commonly used among young people, especially in digital communication to refer to studying in an informal or relaxed manner.",Gue mau bljr buat ujian besok.,I want to study for the exam tomorrow.,positive
blk,balik,back,Digunakan dalam komunikasi santai atau pesan teks untuk menyatakan tindakan kembali ke suatu tempat atau situasi.,Used in casual communication or text messages to indicate the action of returning to a place or situation.,Aku udah blk dari kantor.,I've just come back from the office.,neutral
blkg,belakang,back,"Digunakan dalam komunikasi santai, terutama di media sosial atau pesan teks, untuk merujuk pada bagian belakang sesuatu atau lokasi di belakang.","Used in casual communication, especially in social media or text messages, to refer to the back part of something or a location behind.",Tunggu aku di blkg gedung.,Wait for me at the back of the building.,neutral
blkng,belakang,behind,"Digunakan dalam konteks informal untuk merujuk pada lokasi atau posisi yang berada di belakang sesuatu, sering kali dalam percakapan sehari-hari.","Used informally to refer to a location or position that is at the back of something, often in everyday conversation.",Tunggu di blkng rumah ya.,"Wait at the back of the house, okay?",neutral
blkngny,belakangnya,behind it,Digunakan dalam percakapan santai untuk merujuk pada sesuatu yang terjadi di belakang atau di sisi lain dari situasi tertentu.,Used in casual conversations to refer to something happening behind or on the other side of a particular situation.,Gue penasaran blkngny ada apa.,I'm curious about what's behind it.,neutral
blm,belum,not yet,"Digunakan untuk menyatakan bahwa sesuatu belum terjadi atau belum selesai, sering dipakai dalam percakapan sehari-hari.","Used to indicate that something has not happened or is not finished yet, often in casual conversations.",Aku blm makan siang.,I haven't had lunch yet.,neutral
bln,bulan,month,"Digunakan sebagai singkatan dari 'bulan', sering muncul dalam konteks informal seperti pesan teks atau media sosial.","Used as an abbreviation for 'month', often appearing in informal contexts such as text messages or social media.",Aku akan pergi liburan bulan depan.,I will go on vacation next month.,neutral
blng,bilang,say,Digunakan dalam percakapan santai untuk meminta seseorang mengungkapkan pendapat atau informasi.,Used in casual conversations to prompt someone to express an opinion or share information.,"Blng dong, siapa yang bakal datang ke acara itu?","Say, who will be coming to the event?",neutral
blngn,bilang,say,"Digunakan dalam percakapan santai, terutama di kalangan remaja dan di media sosial, untuk menyatakan bahwa seseorang ingin menyampaikan sesuatu.","Used in casual conversations, especially among teenagers and on social media, to indicate that someone wants to say something.",Blngn aja kalo mau ngomong.,Just say it if you want to talk.,neutral
blom,belum,not yet,Digunakan untuk merespons pertanyaan tentang status atau keberadaan sesuatu yang belum terjadi atau belum selesai.,Used to respond to questions about the status or existence of something that has not happened or is not yet completed.,Aku blom makan siang.,I haven't had lunch yet.,neutral
bls,balas,reply,"Digunakan dalam komunikasi digital untuk meminta balasan dari seseorang, sering kali di media sosial atau pesan instan.","Used in digital communication to request a reply from someone, often in social media or instant messaging.","Ayok, bls pesan aku ya.","Come on, reply to my message, okay?",neutral
blum,belum,not yet,Digunakan untuk menyatakan bahwa sesuatu belum terjadi atau belum siap. Sering dipakai dalam percakapan santai.,Used to indicate that something has not happened or is not ready yet. Often used in casual conversations.,Aku blum makan siang.,I haven’t had lunch yet.,neutral
bndg,bandung,Bandung,"Digunakan untuk merujuk pada kota Bandung, sering digunakan dalam konteks sosial atau ketika membahas tempat wisata, kuliner, atau budaya di Bandung.","Used to refer to the city of Bandung, often in social contexts or when discussing tourism, cuisine, or culture in Bandung.",Ayo kita pergi ke bndg akhir pekan ini!,Let's go to Bandung this weekend!,positive
bndr,bandar,drug dealer,"Digunakan dalam konteks informal untuk merujuk pada seseorang yang terlibat dalam perdagangan narkoba, biasanya di kalangan remaja atau komunitas urban.","Used informally to refer to someone involved in drug dealing, often among teenagers or urban communities.",Dia dikenal sebagai bndr di lingkungan sekitarnya.,He is known as a dealer in his neighborhood.,negative
bner,benar,true / correct,Digunakan dalam percakapan santai untuk menyatakan persetujuan atau konfirmasi atas sesuatu yang dianggap benar.,Used in casual conversations to express agreement or confirmation about something considered true.,"Iya, itu bner banget.","Yeah, that's so true.",positive
bneran,benar,really / truly,Digunakan dalam percakapan santai untuk menekankan kebenaran atau keaslian suatu pernyataan.,Used in casual conversation to emphasize the truth or authenticity of a statement.,Lu bneran mau ikut acara itu?,Do you really want to join that event?,positive
bnget,sangat,very,Digunakan dalam percakapan santai untuk mengekspresikan intensitas atau kekuatan sesuatu secara informal.,Used in casual conversation to express intensity or strength of something in an informal manner.,Makanan di restoran itu enak bnget!,The food at that restaurant is very good!,positive
bngks,bungkus,to wrap up / to pack,Digunakan dalam konteks informal untuk menyatakan bahwa sesuatu telah selesai atau harus dihentikan.,Used informally to indicate that something is finished or needs to be stopped.,"Ayo, bngks acara ini sebelum terlambat.","Come on, let's wrap up this event before it's too late.",neutral
bngng,bingung,confused,"Digunakan untuk menggambarkan keadaan bingung atau tidak mengerti sesuatu, sering kali dalam situasi yang tidak jelas atau membingungkan.","Used to describe a state of confusion or lack of understanding, often in unclear or perplexing situations.",Aku bngng sama tugas ini.,I'm confused about this assignment.,negative
bngt,sangat,very,"Digunakan dalam percakapan santai untuk mengekspresikan intensitas atau derajat yang tinggi dari suatu keadaan, sering kali dengan nuansa informal.","Used in casual conversation to express high intensity or degree of a state, often with an informal nuance.",Cuaca hari ini bngt panas!,The weather is very hot today!,positive
